"Dirección IP","Palabra clave","Modelo","Número de serie","Nivel de cartucho negro","Número de serie de cartucho negro","Páginas en carrito con el cartucho negro","Capacidad de cartucho negro","Cobertura de duración de cartucho negro","Último trabajo de cobertura de cartucho negro","Fecha de instalación de cartucho negro","Nivel de unidad de imágenes","Número de serie de la unidad de imagen","Capacidad de unidad de imágenes","Nivel de kit de mantenimiento","Capacidad de kit de mantenimiento","Estado de suministro"
"22.99.88.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Ilopango","Lexmark MS811","40636C6604PVK","38","CAB241483D89","28210","45000","4","7","2024-11-19T22:27:33.000+00:00","74","CAB24186093D","100000","81","200000","Aceptar"
"22.99.88.147 (UNSECURED CAESAR1)","Despensa Familiar Ilopango","Lexmark MX511de","70157GHH1H2BH","24","CAB2506469B5","10587","20000","6","7","2025-07-24T17:53:58.000+00:00","63","CAB24214687B","60000","52","200000","Aceptar"
"22.99.96.122 (UNSECURED CAESAR1_LITE)","Maxi Despensa San Vicente  Santa Elena","Lexmark MS811","40636C6604PTW","87","CAB250221179","18332","45000","1","2","2025-09-22T20:56:15.000+00:00","84","CAB2503059D7","100000","100","200000","Aceptar"
"22.99.96.123 (UNSECURED CAESAR1_LITE)","Maxi Despensa San Vicente  Santa Elena","Lexmark MS811","40635C6600ZF2","28","CAB243102C0E","26492","45000","5","11","2020-11-10T23:17:19.000+00:00","91","CAB2516202F2","100000","100","200000","Aceptar"
"22.99.96.147 (UNSECURED CAESAR1)","Maxi Despensa San Vicente  Santa Elena","Lexmark MX511de","70157GHH1H24D","100","CAB26114492C","303","20000","8","2","2026-09-10T12:57:36.000+00:00","73","CAB24186788A","60000","13","200000","Aceptar"
"22.99.104.122 (UNSECURED CAESAR1_LITE)","Maxi Despensa Prados de Venecia","Lexmark MS811","40636C6604PVY","33","CAB222375A6E","60325","45000","2","13","2023-11-03T14:48:41.000+00:00","13","CAB220403CB7","100000","20","200000","Aceptar"
"22.99.104.123 (UNSECURED CAESAR1)","Maxi Despensa Prados de Venecia","Lexmark MX511de","70157GHH1TT4P","10","CAB242923782","22554","20000","3","6","2025-07-24T11:57:51.000+00:00","86","CAB253503693","60000","62","200000","Aceptar"
"22.99.104.146 (UNSECURED CAESAR1_LITE)","Maxi Despensa Prados de Venecia","Lexmark MS811","40636C6604PW1","71","CAB222424520","41342","45000","","2","2025-06-20T19:11:56.000+00:00","22","CAB223081E1F","100000","55","200000","Aceptar"
"22.99.104.147 (UNSECURED CAESAR1)","Maxi Despensa Prados de Venecia","Lexmark MX511de","70156PHH16D1H","5","CAB250646307","14603","20000","5","7","2026-01-20T16:10:48.000+00:00","39","CAB241867951","60000","16","200000","Aceptar"
"22.99.104.148 (UNSECURED CAESAR1_LITE)","Maxi Despensa Prados de Venecia","Lexmark MS811","40636C6604PL0","54","CAB232645D20","16993","45000","3","9","2024-07-24T14:12:13.000+00:00","75","CAB24317510A","100000","54","200000","Aceptar"
"22.99.128.122 (UNSECURED CAESAR1_LITE)","Maxi Despensa Ilobasco","Lexmark MS811","40637D6604WBP","49","CAB242156BDA","32460","45000","3","2","2025-06-06T14:51:08.000+00:00","76","CAB2502801D8","100000","54","200000","Aceptar"
"22.99.128.123 (UNSECURED CAESAR1_LITE)","Maxi Despensa Ilobasco","Lexmark MS811","40638D6600N3K","89","CAB2502210CA","4463","45000","5","4","2026-05-23T13:02:56.000+00:00","79","CAB2431750C8","100000","46","200000","Aceptar"
"22.99.128.146 (UNSECURED CAESAR1_LITE)","Maxi Despensa Ilobasco","Lexmark MS811","40638D6601K1B","25","CAB222375B0D","40038","45000","2","2","2018-04-26T00:28:06.000+00:00","60","CAS1802604C1","100000","87","200000","Aceptar"
"22.99.128.147 (UNSECURED CAESAR1)","Maxi Despensa Ilobasco","Lexmark MX511de","70157GHH1TT6Y","68","CAB2506463FC","5688","20000","5","6","2025-09-27T17:08:56.000+00:00","41","CAB18073112D","60000","57","200000","Aceptar"
"22.99.160.122 (UNSECURED CAESAR1_LITE)","Walmart Santa Elena","Lexmark MS811","40637D6604G66","67","CAB2502210EF","62648","45000","1","2","2025-08-25T12:41:12.000+00:00","72","CAB251702C12","100000","6","200000","Aceptar"
"22.99.160.123 (UNSECURED CAESAR1)","Walmart Santa Elena","Lexmark MX511de","70157GHH1TT0T","83","CAB253292B24","1795","20000","7","2","2026-09-07T18:02:02.000+00:00","100","CAB253500EE6","60000","50","200000","Aceptar"
"22.99.160.146 (UNSECURED CAESAR1_LITE)","Walmart Santa Elena","Lexmark MS811","40636C6604PNV","71","CAB250221052","9157","45000","7","8","2023-05-29T19:39:32.000+00:00","66","CAB200277CAA","100000","100","200000","Aceptar"
"22.99.160.147 (UNSECURED CAESAR1)","Walmart Santa Elena","Lexmark MX511de","70157GHH1TP1M","20","CAB253292B7F","9603","20000","8","2","2026-05-20T02:50:13.000+00:00","100","CAB253501426","60000","33","200000","Advertencia"
"22.99.160.148 (UNSECURED CAESAR1_LITE)","Walmart Santa Elena","Lexmark MS811","40637D6604G5Z","100","CAB253371647","5154","45000","3","2","2026-08-29T18:16:40.000+00:00","100","CAB2535324E6","100000","74","200000","Aceptar"
"22.99.160.158 (UNSECURED CAESAR1_LITE)","Walmart Santa Elena","Lexmark MS811","40636C6604PNP","36","CAB250221049","44348","45000","3","2","2025-10-19T17:59:12.000+00:00","31","CAB250280096","100000","8","200000","Aceptar"
"22.99.168.122 (UNSECURED CAESAR1_LITE)","Maxi Despensa Ahuachapan","Lexmark MS811","40637D6604G60","25","CAB201680D62","74427","45000","2","2","2024-01-02T21:24:39.000+00:00","29","CAB222221D71","100000","5","200000","Aceptar"
"22.99.168.123 (UNSECURED CAESAR1_LITE)","Maxi Despensa Ahuachapan","Lexmark MS811","40637D6604G6C","40","CAB193382DF5","19883","45000","7","12","2024-10-09T16:29:29.000+00:00","78","CAB241860AC2","100000","41","200000","Aceptar"
"22.99.168.146 (UNSECURED CAESAR1_LITE)","Maxi Despensa Ahuachapan","Lexmark MS811","40638D6602MDL","18","CAB230881953","38925","45000","3","4","2025-06-04T19:57:41.000+00:00","12","CAB1930469B7","100000","76","200000","Aceptar"
"22.99.168.147 (UNSECURED CAESAR1)","Maxi Despensa Ahuachapan","Lexmark MX511de","70157GHH1T7WD","2","CAB22062510C","21207","20000","5","6","2022-06-10T18:59:41.000+00:00","36","CAS1728603E7","60000","68","200000","Aceptar"
"22.99.184.122 (UNSECURED CAESAR1_LITE)","Maxi Despensa San Miguel Panamericana","Lexmark MS811","40637D6604WB9","28","CAB2327718BC","57135","45000","2","10","2025-04-29T19:59:56.000+00:00","70","CAB25007618D","100000","24","200000","Aceptar"
"22.99.184.123 (UNSECURED CAESAR1_LITE)","Maxi Despensa San Miguel Panamericana","Lexmark MS811","40635C6600R98","64","CAB25022118A","14366","45000","5","9","2025-09-16T20:02:48.000+00:00","87","CAB250075A5B","100000","25","200000","Aceptar"
"22.99.184.147 (UNSECURED CAESAR1)","Maxi Despensa San Miguel Panamericana","Lexmark MX511de","70157GHH1TT82","43","CAB231022560","8648","20000","4","2","2024-04-11T16:02:48.000+00:00","65","CAB222854EEE","60000","91","200000","Aceptar"
"22.99.184.148 (UNSECURED CAESAR1_LITE)","Maxi Despensa San Miguel Panamericana","Lexmark MS811","40637D6604WBY","43","CAB2327718C0","26338","45000","4","2","2025-02-05T14:17:42.000+00:00","75","CAB25007611F","100000","81","200000","Aceptar"
"22.99.192.122 (UNSECURED CAESAR2)","Maxi Despensa Campos Verdes Lourdes","Lexmark MS823dn","4064820010FN4","8","CAB251391000","50154","55000","4","5","2025-07-25T05:00:00.000+00:00","100","CAB242814E8F","150000","13","225000","Advertencia"
"22.99.192.123 (UNSECURED CAESAR1)","Maxi Despensa Campos Verdes Lourdes","Lexmark MX511de","70157GHH1TT50","2","CAB251882916","14205","20000","1","2","2026-07-21T16:56:16.000+00:00","92","CAB252262EB7","60000","100","200000","Aceptar"
"22.99.192.146 (UNSECURED CAESAR2)","Maxi Despensa Campos Verdes Lourdes","Lexmark MS823dn","4064820010FN5","87","CAB221471A3C","17443","55000","2","2","2024-01-05T18:42:41.000+00:00","100","CAB242814E8D","150000","73","225000","Aceptar"
"22.99.192.147 (UNSECURED CAESAR1)","Maxi Despensa Campos Verdes Lourdes","Lexmark MX511de","70157GHH1TT0H","100","CAB253292DC8","1012","20000","4","7","2026-07-21T17:10:52.000+00:00","100","CAB2535102FA","60000","53","200000","Aceptar"
"22.99.192.148 (UNSECURED CAESAR2)","Maxi Despensa Campos Verdes Lourdes","Lexmark MS823dn","4064820010FPM","70","CAB2214307D6","19095","55000","2","2","2024-01-05T18:40:57.000+00:00","100","CAB242814F3D","150000","72","225000","Aceptar"
"22.99.232.122 (UNSECURED CAESAR1_LITE)","Walmart Santa Ana","Lexmark MS811","40638D6602R72","2","CAB243102E0D","118913","45000","2","2","2025-03-03T15:18:05.000+00:00","67","CAB25162027D","100000","44","200000","Aceptar"
"22.99.232.123 (UNSECURED CAESAR1)","Walmart Santa Ana","Lexmark MX511de","70157GHH1TNFL","100","CAB261630A01","1735","20000","2","2","2026-09-09T19:37:45.000+00:00","6","CAB241867847","60000","71","200000","Aceptar"
"22.99.232.146 (UNSECURED CAESAR1_LITE)","Walmart Santa Ana","Lexmark MS811","40638D6600N5X","48","CAB2502210D9","21152","45000","5","2","2026-03-26T15:11:45.000+00:00","44","CAB223081E28","100000","54","200000","Aceptar"
"22.99.232.147 (UNSECURED CAESAR1)","Walmart Santa Ana","Lexmark MX511de","70157GHH1TNFD","59","CAB253292D15","4383","20000","8","7","2026-07-29T13:22:18.000+00:00","70","CAB251053C5B","60000","33","200000","Aceptar"
"22.99.232.148 (UNSECURED CAESAR1_LITE)","Walmart Santa Ana","Lexmark MS811","40638D6602MG2","78","CAB2502211A0","4889","45000","9","6","2018-08-03T09:11:41.000+00:00","36","CAB230333D27","100000","49","200000","Aceptar"
"22.99.240.122 (UNSECURED CAESAR2)","Maxi Despensa Santa Ana San Juan","Lexmark MS823dn","4064847013X29","87","CAB251364D02","13922","55000","3","12","2026-03-09T16:41:52.000+00:00","38","CAD2207484B6","150000","91","225000","Aceptar"
"22.99.240.123 (UNSECURED CAESAR2)","Maxi Despensa Santa Ana San Juan","Lexmark MS823dn","40649190169ZP","100","CAB25139101C","4250","55000","5","6","2026-05-13T19:05:52.000+00:00","32","CAD213135DED","150000","78","225000","Aceptar"
"22.99.240.146 (UNSECURED CAESAR1)","Maxi Despensa Santa Ana San Juan","Lexmark MX511de","70157GHH1TT4K","33","CAB241631B8C","11675","20000","5","2","2025-04-23T16:56:06.000+00:00","90","CAB252271F8F","60000","57","200000","Aceptar"
