"Dirección IP","Palabra clave","Modelo","Número de serie","Nivel de cartucho negro","Número de serie de cartucho negro","Páginas en carrito con el cartucho negro","Capacidad de cartucho negro","Cobertura de duración de cartucho negro","Último trabajo de cobertura de cartucho negro","Fecha de instalación de cartucho negro","Nivel de unidad de imágenes","Número de serie de la unidad de imagen","Capacidad de unidad de imágenes","Nivel de kit de mantenimiento","Capacidad de kit de mantenimiento","Estado de suministro"
"22.97.32.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan San Miguel Centro","Lexmark MS811","40638D6602RLZ","100","CAB25337163B","2607","45000","2","2","2026-08-08T15:18:13.000+00:00","90","CAB251702CA0","100000","30","200000","Aceptar"
"22.97.32.123 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan San Miguel Centro","Lexmark MS811","40636C6601DZ6","100","CAD201186284","1701","45000","5","8","2026-08-28T13:40:09.000+00:00","43","CAB2331473C1","100000","66","200000","Aceptar"
"22.97.32.146 (UNSECURED CAESAR1)","Despensa de Don Juan San Miguel Centro","Lexmark MX511de","70157GHH1H235","70","CAB250646386","3432","20000","6","8","2026-02-23T20:01:06.000+00:00","57","CAB222854F3F","60000","94","200000","Aceptar"
"22.97.32.148 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan San Miguel Centro","Lexmark MS811","40637D6604WC6","33","CAB251411DA6","18429","45000","7","10","2025-11-29T21:11:10.000+00:00","63","CAB24317510C","100000","52","200000","Aceptar"
"22.97.40.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Terrazas","Lexmark MS811","406347990K641","10","CAB2306737A3","124807","45000","1","2","2021-02-16T18:07:42.000+00:00","61","CAB25071196A","100000","76","200000","Aceptar"
"22.97.40.123 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Terrazas","Lexmark MS811","40638D6602R83","42","CAB25022114B","29015","45000","4","2","2025-11-03T20:45:00.000+00:00","93","CAB2516201F2","100000","72","200000","Aceptar"
"22.97.40.147 (UNSECURED CAESAR1)","Despensa de Don Juan Terrazas","Lexmark MX511de","70157GHH1HV1H","45","CAB242923496","5692","20000","8","2","2025-06-16T17:54:58.000+00:00","55","CAB2209708B7","60000","56","200000","Aceptar"
"22.97.40.148 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Terrazas","Lexmark MS811","40637D6604WCT","57","CAB251411C6A","10815","45000","9","7","2026-04-02T15:57:09.000+00:00","14","CAB2413055F7","100000","84","200000","Aceptar"
"22.97.56.122 (UNSECURED CAESAR1)","Despensa de Don Juan Holanda","Lexmark MX511de","70157GHH1TT26","52","CAB25064646B","12051","20000","1","2","2026-06-11T01:42:49.000+00:00","80","CAB2418700DE","60000","36","200000","Aceptar"
"22.97.56.123 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Holanda","Lexmark MS811","40638D6602R74","73","CAB251411DC5","13164","45000","4","4","2026-03-27T18:20:33.000+00:00","59","CAB243175115","100000","9","200000","Aceptar"
"22.97.56.147 (UNSECURED CAESAR1)","Despensa de Don Juan Holanda","Lexmark MX511de","70157GHH1HR47","36","CAB2506469BA","8631","20000","6","3","2025-07-16T17:53:02.000+00:00","60","CAB24187018C","60000","75","200000","Aceptar"
"22.97.56.148 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Holanda","Lexmark MS811","40637D6604WBT","100","CAB2533716C7","901","45000","8","10","2026-08-26T19:11:11.000+00:00","15","CAB232560EA5","100000","60","200000","Aceptar"
"22.97.64.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Unicentro Soyapango","Lexmark MS811","40638D6602R40","100","CAB251411C96","3121","45000","","2","2026-04-02T15:26:35.000+00:00","88","CAB24317510D","100000","42","200000","Aceptar"
"22.97.64.123 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Unicentro Soyapango","Lexmark MS811","40635C6600R8Y","20","CAB222375A1C","78743","45000","","2","2023-02-15T01:32:29.000+00:00","50","CAB2219638AA","100000","11","200000","Aceptar"
"22.97.64.146 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Unicentro Soyapango","Lexmark MS811","40638D6602MDC","68","CAB251411C58","16730","45000","","2","2018-08-21T14:41:55.000+00:00","18","CAD201702620","100000","70","200000","Aceptar"
"22.97.64.147 (UNSECURED CAESAR1)","Despensa de Don Juan Unicentro Soyapango","Lexmark MX511de","70157GHH1HV3Z","12","CAB22293015D","12341","20000","6","3","2023-05-15T20:11:59.000+00:00","36","CAB193163787","60000","76","200000","Aceptar"
"22.97.64.148 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Unicentro Soyapango","Lexmark MS811","406347990KX3Y","5","CAB230763DAA","49375","45000","","3","2026-08-23T19:31:14.000+00:00","76","CAB2502800D5","100000","58","200000","Aceptar"
"22.97.72.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Antiguo Cuscatlan","Lexmark MS811","40635C6600DV0","77","CAB251411C7F","28955","45000","1","2","2025-03-25T04:37:42.000+00:00","8","CAB220690A8B","100000","36","200000","Advertencia"
"22.97.72.123 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Antiguo Cuscatlan","Lexmark MS811","40638D6602R76","33","CAB241490294","25752","45000","5","6","2026-09-15T19:04:09.000+00:00","88","CAB251702C02","100000","73","200000","Aceptar"
"22.97.72.147 (UNSECURED CAESAR1)","Despensa de Don Juan Antiguo Cuscatlan","Lexmark MX511de","70157GHH1RF49","79","CAB2506469EF","2113","20000","7","3","2026-03-23T16:31:55.000+00:00","51","CAB222271E08","60000","40","200000","Aceptar"
"22.97.72.148 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Antiguo Cuscatlan","Lexmark MS811","40638D6602R3T","","CAB243102D7A","37517","45000","5","2","2025-04-07T15:45:42.000+00:00","35","CAB241860989","100000","26","200000","Error"
"22.97.88.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Santa Ana Palmar","Lexmark MS811","40635C6600T1D","24","CAB230763DD0","127743","45000","1","2","2023-08-31T12:26:09.000+00:00","92","CAB2535325B5","100000","57","200000","Aceptar"
"22.97.88.146 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Santa Ana Palmar","Lexmark MS811","40637D6604WKB","100","CAB253370FBD","2996","45000","6","2","2026-09-01T14:59:59.000+00:00","64","CAB2507111C0","100000","77","200000","Aceptar"
"22.97.88.147 (UNSECURED CAESAR1)","Despensa de Don Juan Santa Ana Palmar","Lexmark MX711","74634C66013RM","69","CAB250221134","10582","45000","","7","2026-08-31T15:13:17.000+00:00","35","CAB230383A71","100000","49","200000","Aceptar"
"22.97.94.148 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Santa Ana Palmar","Lexmark MS811","406347990K640","25","CAB2414902A3","26906","45000","","2","2024-09-24T19:40:02.000+00:00","83","CAB233147392","100000","53","200000","Aceptar"
"22.97.96.122 (UNSECURED CAESAR2)","Despensa de Don Juan Usulutan","Lexmark MS823dn","40649190169ZX","64","CAB2428845A9","33302","55000","1","","2025-06-20T06:00:00.000+00:00","78","CAD2207484A1","150000","84","225000","Aceptar"
"22.97.96.123 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Usulutan","Lexmark MS811","40637D6604WBL","9","CAB241483E61","28204","45000","1","9","2026-07-23T13:09:02.000+00:00","100","CAB230383A1B","100000","58","200000","Aceptar"
"22.97.96.147 (UNSECURED CAESAR1)","Despensa de Don Juan Usulutan","Lexmark MX511de","70157GHH1RF5F","38","CAB2506468C3","7055","20000","6","2","2025-07-11T15:09:57.000+00:00","83","CAB25065654B","60000","34","200000","Aceptar"
"22.97.96.148 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Usulutan","Lexmark MS811","40637D6604WC5","78","CAB253371650","5544","45000","9","7","2026-04-18T16:01:29.000+00:00","82","CAB250280224","100000","79","200000","Aceptar"
"22.97.104.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan La Cima","Lexmark MS811","40638D6602R2P","27","CAB24149016E","72123","45000","1","2","2025-06-11T14:12:14.000+00:00","56","CAB24317507A","100000","24","200000","Aceptar"
"22.97.104.123 (UNSECURED CAESAR2)","Despensa de Don Juan La Cima","Lexmark MS823dn","4064847013XC9","82","CAB251364D40","14196","55000","4","9","2025-10-20T16:50:12.000+00:00","32","CAD2233901A3","150000","93","225000","Aceptar"
"22.97.104.146 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan La Cima","Lexmark MS811","406347990KD2H","47","CAB241483CFD","15610","45000","2","5","2025-10-20T15:57:19.000+00:00","62","CAB223081DE6","100000","10","200000","Aceptar"
"22.97.104.147 (UNSECURED CAESAR1)","Despensa de Don Juan La Cima","Lexmark MX511de","70157GHH1RF5X","27","CAB2429236D6","7655","20000","7","2","2025-06-09T23:00:10.000+00:00","71","CAB240801AC4","60000","57","200000","Aceptar"
"22.97.104.148 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan La Cima","Lexmark MS811","40637D6604WCM","38","CAB251411C56","16705","45000","8","6","2026-01-26T17:34:07.000+00:00","45","CAB2331470D5","100000","75","200000","Aceptar"
"22.97.112.122 (UNSECURED CAESAR1_LITE)","Maxi Despensa San Bartolo","Lexmark MS811","40637D6604WC2","59","CAB193186AB1","75289","45000","1","2","2023-03-06T19:27:38.000+00:00","32","CAB1930469A3","100000","71","200000","Aceptar"
"22.97.112.123 (UNSECURED CAESAR1_LITE)","Maxi Despensa San Bartolo","Lexmark MS811","40637D6604WBV","43","CAB233344D07","28138","45000","4","2","2024-07-25T15:47:18.000+00:00","70","CAB233146FD9","100000","73","200000","Aceptar"
"22.97.112.147 (UNSECURED CAESAR1)","Maxi Despensa San Bartolo","Lexmark MX511de","70157GHH1RF6C","38","CAB253292CED","12176","20000","4","6","2026-03-18T19:39:07.000+00:00","79","CAB253510210","60000","66","200000","Aceptar"
"22.97.112.148 (UNSECURED CAESAR2)","Maxi Despensa San Bartolo","Lexmark MS823dn","4064820010FL9","20","CAB220814753","54856","55000","4","7","2023-06-07T17:45:19.000+00:00","94","CAB251320DE8","150000","58","225000","Aceptar"
"22.97.120.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Jardines de La Libertad","Lexmark MS811","40635C6600DTX","46","CAB222375AEC","79084","45000","","2","2024-03-12T02:03:51.000+00:00","3","CAB221990E27","100000","49","200000","Advertencia"
"22.97.120.123 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Jardines de La Libertad","Lexmark MS811","40638D6602R71","85","CAB251411D38","8770","45000","3","2","2018-09-12T05:24:28.000+00:00","90","CAB2516202E9","100000","16","200000","Aceptar"
"22.97.120.147 (UNSECURED CAESAR1)","Despensa de Don Juan Jardines de La Libertad","Lexmark MX511de","70157GHH1KFHT","26","CAB241631B1D","12047","20000","5","6","2025-04-16T16:05:17.000+00:00","39","CAB222271E96","60000","63","200000","Aceptar"
"22.97.120.148 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Jardines de La Libertad","Lexmark MS811","40638D6601K81","100","CAB253370ED4","2979","45000","5","9","2026-07-30T20:33:56.000+00:00","74","CAB2502801B1","100000","43","200000","Aceptar"
"22.97.128.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Sonsonate Catedral","Lexmark MS811","40635C6604767","100","CAB253371660","6378","45000","2","11","2016-12-05T04:11:30.000+00:00","100","CAB25353267F","100000","30","200000","Aceptar"
"22.97.128.123 (UNSECURED CAESAR2)","Despensa de Don Juan Sonsonate Catedral","Lexmark MS823dn","40649190169YW","63","CAB241446D1E","27749","55000","3","1","2025-03-21T15:15:06.000+00:00","82","CAB242270A4E","150000","87","225000","Aceptar"
"22.97.128.146 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Sonsonate Catedral","Lexmark MS811","40635C6600T14","29","CAB2421569C9","23947","45000","","2","2026-07-27T18:34:55.000+00:00","36","CAB2418609A1","100000","88","200000","Aceptar"
"22.97.128.147 (UNSECURED CAESAR1)","Despensa de Don Juan Sonsonate Catedral","Lexmark MX711","74635C66001KM","42","CAB241483E7E","11008","45000","10","8","2025-01-16T13:56:05.000+00:00","72","CAB241305503","100000","81","200000","Aceptar"
"22.97.136.123 (UNSECURED CAESAR2)","Despensa Familiar San Miguel Catedral","Lexmark MS823dn","40649190169ZR","47","CAB232832588","59376","55000","2","6","2024-02-02T03:15:14.000+00:00","83","CAB242074890","150000","44","225000","Aceptar"
"22.97.136.147 (UNSECURED CAESAR1)","Despensa Familiar San Miguel Catedral","Lexmark MX511de","70157GHH1RF7D","14","CAB2506469BF","11411","20000","5","7","2025-07-07T19:50:50.000+00:00","75","CAB241867928","60000","56","200000","Aceptar"
"22.97.144.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Santa Ana Catedral","Lexmark MS811","40635C6600FMH","70","CAB191704E0B","64432","45000","1","2","2025-07-26T13:46:45.000+00:00","49","CAB222221D87","100000","72","200000","Aceptar"
"22.97.144.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Santa Ana Catedral","Lexmark MS811","40637D6604WK2","73","CAB251411D12","11373","45000","4","4","2017-08-25T20:55:56.000+00:00","5","CAB2219637C2","100000","54","200000","Aceptar"
"22.97.144.147 (UNSECURED CAESAR1)","Despensa Familiar Santa Ana Catedral","Lexmark MX511de","70157GHH1RF4B","50","CAB242923766","5602","20000","6","2","2025-08-27T19:16:34.000+00:00","61","CAB222854FDC","60000","63","200000","Aceptar"
"22.97.168.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Ayutuxtepeque","Lexmark MS811","40635C6600ZDT","27","CAB222375BD2","162235","45000","1","2","2023-09-06T23:11:50.000+00:00","87","CAB25353263E","100000","7","200000","Aceptar"
"22.97.168.123 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Ayutuxtepeque","Lexmark MS811","40638D6602RH3","58","CAB251411D20","34740","45000","3","7","2025-12-13T03:45:29.000+00:00","30","CAB241860941","100000","13","200000","Aceptar"
"22.97.168.146 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Ayutuxtepeque","Lexmark MS811","40638D6602R3G","79","CAB253370F19","6938","45000","6","10","2026-06-07T19:11:35.000+00:00","66","CAB25028022B","100000","100","200000","Aceptar"
"22.97.168.147 (UNSECURED CAESAR1)","Despensa de Don Juan Ayutuxtepeque","Lexmark MX511de","70157GHH1HV4Z","73","CAB251331051","2972","20000","7","4","2025-12-10T15:14:04.000+00:00","61","CAB222854F1D","60000","89","200000","Aceptar"
"22.97.176.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Zacatecoluca","Lexmark MS811","406347990K6KF","100","CAB25022119B","6643","45000","1","2","2024-05-30T00:26:15.000+00:00","44","CAB221990668","100000","82","200000","Aceptar"
"22.97.176.123 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Zacatecoluca","Lexmark MS811","406347990KD9N","25","CAB2223759F1","60971","45000","2","7","2020-12-17T14:06:05.000+00:00","76","CAB241860C10","100000","37","200000","Aceptar"
"22.97.176.147 (UNSECURED CAESAR1)","Despensa de Don Juan Zacatecoluca","Lexmark MX711","74635C66001LK","16","CAB211743625","32703","45000","1","7","2025-11-28T07:23:28.000+00:00","47","CAB220690A37","100000","72","200000","Aceptar"
"22.97.176.148 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Zacatecoluca","Lexmark MS811","40637D6604WC7","47","CAB243102BC1","23352","45000","3","12","2025-11-28T13:14:59.000+00:00","100","CAB2516201F6","100000","58","200000","Aceptar"
"22.97.192.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Altavista","Lexmark MS811","40635C6600D47","44","CAB242156AFD","48315","45000","2","2","2025-05-12T17:14:03.000+00:00","68","CAB250305D49","100000","56","200000","Aceptar"
"22.97.192.123 (UNSECURED CAESAR1)","Despensa de Don Juan Altavista","Lexmark MX511de","70157GHH1L3LV","100","CAB253292EE5","667","20000","6","6","2026-08-30T20:40:27.000+00:00","83","CAB242223E87","60000","41","200000","Aceptar"
"22.97.192.147 (UNSECURED CAESAR1)","Despensa de Don Juan Altavista","Lexmark MX711","74635C660017W","51","CAB21246408B","18052","45000","6","3","2023-06-24T19:30:52.000+00:00","46","CAB211655A4C","100000","42","200000","Aceptar"
"22.97.192.148 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Altavista","Lexmark MS811","40637D6604WCV","43","CAB250221005","15706","45000","7","2","2025-10-27T19:09:18.000+00:00","81","CAB2502801FF","100000","27","200000","Advertencia"
"22.97.200.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Lourdes","Lexmark MS811","40635C6600D72","26","CAB2025238C8","163734","45000","1","2","2026-06-03T17:07:42.000+00:00","37","CAB243175130","100000","100","200000","Aceptar"
"22.97.200.123 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Lourdes","Lexmark MS811","40637D6604WK5","71","CAB251742F41","8222","45000","7","6","2026-03-17T19:58:08.000+00:00","26","CAB230383A37","100000","100","200000","Aceptar"
"22.97.200.146 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Lourdes","Lexmark MS811","40638D6600N5N","28","CAB251742F0C","31224","45000","5","2","2025-12-03T17:07:23.000+00:00","66","CAB250076186","100000","46","200000","Aceptar"
"22.97.200.147 (UNSECURED CAESAR1)","Despensa de Don Juan Lourdes","Lexmark MX511de","70157GHH1HV30","34","CAB23352340B","11935","20000","5","2","2024-08-13T13:06:19.000+00:00","100","CAB252271FFA","60000","36","200000","Aceptar"
"22.97.208.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Atiquizaya","Lexmark MS811","40635C6600ZCX","8","CAB230881A35","60189","45000","3","2","2024-08-23T15:30:25.000+00:00","63","CAB2431750BF","100000","77","200000","Aceptar"
"22.97.208.146 (UNSECURED CAESAR1)","Despensa Familiar Atiquizaya","Lexmark MX511de","70157GHH1HTY9","11","CAB242923770","9985","20000","7","4","2025-04-26T19:03:14.000+00:00","5","CAB212083B48","60000","58","200000","Aceptar"
"22.97.216.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Ciudad Arce","Lexmark MS811","40635C6600ZF9","100","CAB253371642","1799","45000","5","9","2026-08-28T13:26:49.000+00:00","34","CAB2418609C4","100000","76","200000","Aceptar"
"22.97.216.147 (UNSECURED CAESAR1)","Despensa Familiar Ciudad Arce","Lexmark MX511de","70157GHH1KFKV","4","CAB2229300F0","18780","20000","4","2","2023-04-01T12:48:30.000+00:00","65","CAB2227227A9","60000","69","200000","Aceptar"
"22.97.224.122 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Los Heroes","Lexmark MS811","40637D6604WHC","18","CAB230881988","71469","45000","2","10","2024-06-22T13:10:42.000+00:00","78","CAB250075A1E","100000","82","200000","Aceptar"
"22.97.224.123 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Los Heroes","Lexmark MS811","406347990KCZX","44","CAB2414902C8","21638","45000","6","6","2024-10-16T11:12:20.000+00:00","51","CAB230383AE9","100000","83","200000","Aceptar"
"22.97.224.147 (UNSECURED CAESAR1)","Despensa de Don Juan Los Heroes","Lexmark MX511de","70157GHH1HTWT","36","CAB2416405CF","11947","20000","5","9","2024-11-05T20:21:41.000+00:00","80","CAB24186792D","60000","47","200000","Aceptar"
"22.97.224.148 (UNSECURED CAESAR1_LITE)","Despensa de Don Juan Los Heroes","Lexmark MS811","40638D6600N2Z","30","CAB241483EC5","26199","45000","6","8","2025-01-07T21:15:21.000+00:00","4","CAB220690A4C","100000","85","200000","Aceptar"
"22.97.232.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar San Miguel Parque Barrios","Lexmark MS811","40638D6602MDH","10","CAB24149023A","38745","45000","4","3","2025-02-05T18:37:01.000+00:00","88","CAB253532611","100000","100","200000","Aceptar"
"22.97.232.147 (UNSECURED CAESAR1)","Despensa Familiar San Miguel Parque Barrios","Lexmark MX511de","70157GHH1HM94","53","CAB241640638","6966","20000","5","7","2024-12-20T15:34:11.000+00:00","61","CAB241343D80","60000","100","200000","Aceptar"
"22.97.240.123 (UNSECURED CAESAR2)","Despensa Familiar Izalco","Lexmark MS823dn","4064919016C3Z","13","CAB222573A1C","75365","55000","3","1","2024-01-27T18:05:51.000+00:00","87","CAB251320E1E","150000","19","225000","Aceptar"
"22.97.240.147 (UNSECURED CAESAR1)","Despensa Familiar Izalco","Lexmark MX511de","70157GHH1KFNV","38","CAB2335233B0","8123","20000","6","5","2024-07-09T17:25:58.000+00:00","70","CAB222854EF8","60000","93","200000","Aceptar"
"22.97.248.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar San Miguel Terminal","Lexmark MS811","40637D6604WD6","80","CAD2011862AE","52150","45000","1","2","2017-07-30T10:35:22.000+00:00","76","CAB230333D17","100000","100","200000","Aceptar"
"22.97.248.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar San Miguel Terminal","Lexmark MS811","40638D6602RMC","16","CAB232645E7E","31689","45000","6","6","2024-03-20T07:13:09.000+00:00","61","CAB230333DA0","100000","83","200000","Aceptar"
"22.97.252.86 (UNSECURED CAESAR1)","Despensa Familiar San Miguel Terminal","Lexmark MX511de","70157GHH1HV0X","100","CAB253292D08","1190","20000","3","7","2026-06-15T20:47:24.000+00:00","15","CAB222854E81","60000","48","200000","Aceptar"
"22.98.0.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Ciudad Barrios","Lexmark MS811","40636C6604PNN","54","CAB232645CC5","46017","45000","","2","2020-12-04T18:44:15.000+00:00","65","CAB233146FBA","100000","89","200000","Aceptar"
"22.98.0.147 (UNSECURED CAESAR1)","Despensa Familiar Ciudad Barrios","Lexmark MX511de","70157GHH1TT4X","21","CAB242841BF8","19738","20000","4","5","2025-08-20T15:07:25.000+00:00","59","CAB2418700BA","60000","82","200000","Aceptar"
"22.98.8.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Santiago Nonualco","Lexmark MS811","40637D6604WF3","79","CAB222375B93","17565","45000","2","10","2020-11-19T21:03:54.000+00:00","46","CAB211881426","100000","66","200000","Aceptar"
"22.98.8.147 (UNSECURED CAESAR1)","Despensa Familiar Santiago Nonualco","Lexmark MX511de","70157GHH1KFNP","52","CAB253292EF2","8928","20000","4","2","2026-05-11T14:56:08.000+00:00","39","CAB24187004A","60000","56","200000","Aceptar"
"22.98.16.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Cara Sucia","Lexmark MS811","40635C6600FM7","33","CAD2011862E8","36401","45000","4","2","2020-03-04T21:48:59.000+00:00","48","CAB221990D83","100000","69","200000","Aceptar"
"22.98.16.123 (UNSECURED CAESAR1)","Despensa Familiar Cara Sucia","Lexmark MX511de","70157GHH1TT1Y","23","CAB2429237A1","9852","20000","7","6","2025-10-01T17:48:23.000+00:00","81","CAB252271FAF","60000","88","200000","Aceptar"
"22.98.16.147 (UNSECURED CAESAR1)","Despensa Familiar Cara Sucia","Lexmark MX511de","70157GHH1HV4Y","11","CAB250646A5F","10460","20000","5","2","2025-10-14T01:11:40.000+00:00","9","CAB221370AD7","60000","6","200000","Aceptar"
"22.98.24.123 (UNSECURED CAESAR2)","Despensa Familiar Santiago de Maria","Lexmark MS823dn","4064820010FCX","88","CAB251364D1C","11591","55000","3","1","2025-11-13T16:01:06.000+00:00","93","CAB2420748B1","150000","94","225000","Aceptar"
"22.98.24.147 (UNSECURED CAESAR1)","Despensa Familiar Santiago de Maria","Lexmark MX511de","70155PHH0YGLW","85","CAB253292D7F","4014","20000","2","2","2026-06-23T14:49:28.000+00:00","40","CAB2418533F1","60000","36","200000","Aceptar"
"22.98.32.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Armenia","Lexmark MS811","40637D6604WF7","73","CAB241483DF3","23594","45000","2","5","2024-09-26T20:56:28.000+00:00","58","CAB2219638AB","100000","12","200000","Aceptar"
"22.98.32.123 (UNSECURED CAESAR1_LITE)","Despensa Familiar Armenia","Lexmark MS811","40635C6600G8R","27","CAB243102D75","27510","45000","5","2","2025-05-11T17:44:55.000+00:00","27","CAB223081DEC","100000","45","200000","Aceptar"
"22.98.32.147 (UNSECURED CAESAR1)","Despensa Familiar Armenia","Lexmark MX511de","70156PHH16D30","100","CAB25189001E","816","20000","4","2","2026-04-09T17:54:03.000+00:00","91","CAB241867936","60000","66","200000","Aceptar"
"22.98.40.122 (UNSECURED CAESAR1_LITE)","Despensa Familiar Cuscatancingo","Lexmark MS811","40637D6604WK7","61","CAD201186299","65545","45000","","2","2024-08-09T17:16:00.000+00:00","35","CAB1913674C5","100000","63","200000","Aceptar"
