"Dirección IP","Palabra clave","Modelo","Número de serie","Nivel de cartucho negro","Número de serie de cartucho negro","Páginas en carrito con el cartucho negro","Capacidad de cartucho negro","Cobertura de duración de cartucho negro","Último trabajo de cobertura de cartucho negro","Fecha de instalación de cartucho negro","Nivel de unidad de imágenes","Número de serie de la unidad de imagen","Capacidad de unidad de imágenes","Nivel de kit de mantenimiento","Capacidad de kit de mantenimiento","Estado de suministro"
"10.108.21.3 (UNSECURED CAESAR1)","Agencia La Union","Lexmark MX511de","70157GHH1TT78","87","CAB2616309E8","1702","20000","6","6","2026-09-14T20:46:07.000+00:00","59","CAB253500F7A","60000","83","200000","Aceptar"
"10.108.26.3 (UNSECURED CAESAR1)","Agencia Usulutan","Lexmark MX511de","70157GHH1TP19","72","CAB261144615","4610","20000","5","3","2026-09-01T18:03:46.000+00:00","64","CAB253501019","60000","52","200000","Aceptar"
"10.108.27.3 (UNSECURED CAESAR2)","Agencia Plaza Mundo Soyapango","Lexmark MX722adhe","7464318126GD0","1","CAB2532600F1","36671","55000","5","2","2026-07-18T15:23:55.000+00:00","39","CAB2535011EC","150000","27","225000","Advertencia"
"10.108.28.3 (SECURED CAESAR2)","Agencia Apopa","Lexmark MX722adhe","7464126024CZ6","62","CAB252802E70","13558","55000","6","12","2026-08-19T15:35:18.000+00:00","10","CAB242074593","150000","40","225000","Aceptar"
"10.108.29.3 (UNSECURED CAESAR1)","Agencia Las Palmas","Lexmark MX511de","70157GHH1T1T2","89","CAB261144B0A","1456","20000","6","13","2026-09-17T22:43:26.000+00:00","3","CAB252262E96","60000","46","200000","Advertencia"
"10.108.37.3 (SECURED CAESAR2)","Agencia Chalatenango","Lexmark MX622adhe","701823840H7ZD","66","CAB25272167F","9036","25000","5","6","2026-08-12T19:35:44.000+00:00","72","CAB2502772F4","60000","62","200000","Aceptar"
"10.108.38.3 (SECURED CAESAR2)","Agencia Santa Rosa de Lima","Lexmark MX622adhe","701823840HD5M","43","CAB25272158B","12370","25000","6","4","2026-06-24T17:36:07.000+00:00","65","CAB250277303","60000","100","200000","Aceptar"
"10.108.38.17 (SECURED CAESAR2)","Agencia Santa Rosa de Lima","Lexmark MX522adhe","7017826102YR1","54","CAB250133355","8128","25000","6","5","2026-01-08T06:00:00.000+00:00","71","CAD213566FFB","60000","44","200000","Aceptar"
"10.108.40.3 (SECURED CAESAR2)","Agencia Ilobasco","Lexmark MX622adhe","701823840H84B","15","CAB2501333B3","20503","25000","5","7","2026-04-30T17:13:41.000+00:00","47","CAB242717DB7","60000","90","200000","Advertencia"
"10.108.41.3 (UNSECURED CAESAR1)","Agencia Sonsonate","Lexmark MX511de","70157GHH1TT6W","85","CAB2611446D9","2282","20000","6","15","2026-09-09T21:25:11.000+00:00","17","CAB242223E42","60000","72","200000","Aceptar"
"10.108.41.16 (UNSECURED CAESAR1)","Agencia Sonsonate Propemi","Lexmark MX511de","70157GHH1T1Y3","54","CAB253292C00","5721","20000","8","11","2026-07-27T22:39:45.000+00:00","94","CAB2535014EE","60000","13","200000","Aceptar"
"10.108.41.99 (UNSECURED CAESAR1)","Agencia Usulutan","Lexmark MX511de","70157GHH1T1XX","66","CAB253292AC3","3937","20000","8","7","2026-07-18T16:32:53.000+00:00","51","CAB251053C37","60000","32","200000","Aceptar"
"10.108.41.204 (SECURED CAESAR2)","Agencia Santa Ana Propemi","Lexmark MX522adhe","701723640WK2W","9","CAB250133365","17288","25000","8","4","2026-05-29T18:21:12.000+00:00","77","CAB25027759D","60000","10","200000","Aceptar"
"10.108.42.3 (SECURED CAESAR2)","Agencia San Miguel Centro ","Lexmark MX722adhe","7464126024DFR","46","CAB252802EC9","21600","55000","5","16","2026-08-08T15:10:03.000+00:00","16","CAB242814E8E","150000","88","225000","Aceptar"
"10.108.42.51 (UNSECURED CAESAR1)","Agencia San Miguel Centro ","Lexmark MX511de","70157GHH1TNN7","57","CAB253292F11","3946","20000","9","2","2026-08-28T16:29:28.000+00:00","75","CAB25350153C","60000","40","200000","Aceptar"
"10.108.42.81 (UNSECURED CAESAR1)","Agencia San Miguel Centro ","Lexmark MX511de","70157GHH1TNN4","15","CAB253292CB9","7342","20000","10","16","2026-05-18T21:50:51.000+00:00","36","CAB2418678C9","60000","59","200000","Advertencia"
"10.108.42.88 (UNSECURED CAESAR1)","Agencia San Miguel Centro ","Lexmark MX511de","70157GHH1T1RV","66","CAB253292E83","9074","20000","3","4","2026-05-19T20:30:32.000+00:00","9","CAB242146350","60000","77","200000","Aceptar"
"10.108.43.3 (SECURED CAESAR2)","Agencia Zona Rosa","Lexmark MX622adhe","701823840HDT2","90","CAB252721562","2518","25000","6","3","2026-09-14T16:54:04.000+00:00","69","CAB2502775B3","60000","80","200000","Aceptar"
"10.108.43.5 (SECURED CAESAR2)","Agencia Zona Rosa","Lexmark MX522adhe","701714740TYG5","16","CAB233035535","18969","25000","6","5","2024-04-24T21:41:24.000+00:00","25","CAD2132171A8","60000","78","200000","Advertencia"
"10.108.43.15 (SECURED CAESAR2)","Agencia Zona Rosa","Lexmark MX722adhe","7464130024H0V","49","CAB222573AC4","31590","55000","4","3","2023-09-26T19:15:56.000+00:00","72","CAD21203239B","150000","79","225000","Aceptar"
"10.108.43.38 (SECURED CAESAR2)","Agencia Zona Rosa","Lexmark MX522adhe","701724540X8G2","58","CAB250133301","11526","25000","6","8","2026-06-08T21:33:45.000+00:00","9","CAD213560998","60000","21","200000","Aceptar"
"10.108.44.19 (UNSECURED CAESAR1)","Agencia La Libertad","Lexmark MX511de","70157GHH1T1V9","2","CAB253292EC1","14817","20000","6","3","2026-06-29T14:47:30.000+00:00","55","CAB253501379","60000","91","200000","Advertencia"
"10.108.45.3 (SECURED CAESAR2)","Agencia Plaza Jardin","Lexmark MX722adhe","7464035023LRR","64","CAB252802EF0","102961","55000","1","2","2026-08-13T22:55:14.000+00:00","26","CAB250421237","150000","41","225000","Aceptar"
"10.108.45.178 (SECURED CAESAR2)","Agencia Plaza Jardin","Lexmark MX522adhe","701723640WK2K","39","CAB242827060","17057","25000","5","2","2025-06-25T15:44:26.000+00:00","28","CAD212676EA0","60000","76","200000","Aceptar"
"10.108.46.3 (SECURED CAESAR2)","Agencia Masferrer","Lexmark MX722adhe","7464035023LT5","82","CAB252802F05","7995","55000","7","2","2026-09-01T19:22:05.000+00:00","4","CAB25042121A","150000","69","225000","Advertencia"
"10.108.47.3 (UNSECURED CAESAR1)","Agencia Cojutepeque","Lexmark MX511de","70157GHH1TT3F","5","CAB253292C1A","14507","20000","6","2","2026-04-11T17:12:21.000+00:00","70","CAB252262EE7","60000","94","200000","Advertencia"
"10.108.47.26 (UNSECURED CAESAR1)","Agencia Cojutepeque","Lexmark MX511de","70157GHH1TT49","18","CAB2506468FA","12071","20000","5","7","2025-11-14T17:52:31.000+00:00","100","CAB25350151D","60000","31","200000","Advertencia"
"10.108.47.33 (UNSECURED CAESAR1)","Agencia Cojutepeque","Lexmark MX511de","70157GHH1TNCG","44","CAB253292C2D","10911","20000","4","2","2026-07-15T18:06:14.000+00:00","68","CAB253501042","60000","19","200000","Aceptar"
"10.108.49.3 (SECURED CAESAR2)","Agencia San Marcos","Lexmark MX722adhe","7464126024CL6","56","CAB252802EAF","17804","55000","7","5","2026-08-07T20:58:16.000+00:00","21","CAB251320DC5","150000","72","225000","Aceptar"
"10.108.93.35 (SECURED CAESAR1)","Walmart Constitucion","Lexmark MX511de","70157GHH1T1RZ","100","CAB261144814","718","20000","10","27","2026-09-21T19:44:32.000+00:00","93","CAB253510304","60000","11","200000","Aceptar"
"10.108.98.11 (UNSECURED CAESAR1)","Pricesmart Santa Elena","Lexmark MX511de","70157GHH1TT4R","100","CAB261144A97","577","20000","8","19","2026-09-19T17:24:53.000+00:00","93","CAB252262DFB","60000","71","200000","Aceptar"
"10.108.98.70 (UNSECURED CAESAR1)","Pricesmart Tutunichapa","Lexmark MX511de","70157GHH1TNF6","8","CAB253292C89","9506","20000","9","14","2026-05-04T22:03:10.000+00:00","76","CAB252262FC2","60000","58","200000","Advertencia"
"10.108.98.100 (UNSECURED CAESAR1)","Pricesmart Santa Ana","Lexmark MX511de","70157GHH1TNC7","100","CAB253292DA8","279","20000","9","4","2026-09-08T22:56:29.000+00:00","32","CAB200373DBF","60000","87","200000","Aceptar"
"10.108.103.247 (SECURED CAESAR2)","Pricesmart San Miguel","Lexmark MX522adhe","701723640WK23","84","CAB252721635","1835","25000","12","3","2026-07-30T19:14:44.000+00:00","47","CAD222402D22","60000","89","200000","Aceptar"
"10.108.141.3 (UNSECURED CAESAR1)","Agencia Metapan","Lexmark MX511de","70157GHH1T1VT","55","CAB253292D72","8430","20000","5","3","2022-08-10T03:19:59.000+00:00","3","CAS171424E8D","60000","75","200000","Advertencia"
